TRAN_DT,TRAN_TMRG,TRAN_AMT,MD_TYPE,FND_TYPE,FF_SP_AI,Source,Target,source_fan_out,source_fan_in,source_gather_scatter,source_simple_cycle,source_bipartite,source_stack,target_fan_out,target_fan_in,target_gather_scatter,target_simple_cycle,target_bipartite,target_stack
20240403,21,974174,5,17,01,160_7871956880249831,205_7764167623378289,0,0,0,0,1,30,30,30,30,508,60,1521
20230725,6,845400,4,21,SP,133_1924895626946813,159_7445648818145726,0,0,0,0,1,0,0,0,0,0,1,0
20231106,8,558175,5,25,00,173_5194417012549511,147_1880594420017023,0,0,0,0,1,0,0,0,0,0,1,0
20231122,12,999312,8,17,01,459_9771999429864325,917_9821905184464824,32,37,32,511,69,1879,27,40,27,501,67,1678
20240508,21,39918,5,21,SP,132_3731548820410160,154_8073550670839094,0,0,0,0,1,0,0,0,0,0,1,0
20231119,0,39204,6,16,00,152_2080927539634283,125_7146012700096340,0,0,0,0,1,44,44,34,34,508,78,2127
20230713,3,639898,7,1,02,777_1130092367040023,205_7764167623378289,31,36,31,503,67,1744,30,30,30,508,60,1521
20240209,18,895903,5,13,SP,167_6514912370535861,205_7764167623378289,0,0,0,0,1,30,30,30,30,508,60,1521
20240323,18,875740,1,30,01,142_3349773990916317,459_9771999429864325,0,0,0,0,1,32,32,37,32,511,69,1879
20240310,3,995147,2,19,01,178_2264398175673531,102_7406803049258283,0,0,0,0,1,0,0,0,0,0,1,0
20231031,8,665018,7,23,00,162_2652611276000236,107_7084124915021345,0,0,0,0,1,0,0,0,0,0,1,0
20240206,12,160325,6,16,SP,125_1300940027840346,205_7764167623378289,0,0,0,0,1,30,30,30,30,508,60,1521
20230713,21,247241,8,22,00,148_7473862253646210,162_6592046288660682,0,0,0,0,1,0,0,0,0,0,1,0
20240421,12,436665,7,4,02,186_7971241507708722,700_1400086102063774,0,0,0,0,1,41,41,31,31,510,72,1936
20231112,12,224416,3,2,SP,156_3852228411260068,187_1726081926120024,0,0,0,0,1,0,0,0,0,0,1,0
20230914,18,987665,4,25,SP,857_3947123346806583,187_1213829341766156,36,34,34,510,70,1875,0,0,0,0,1,34
20230705,21,228018,4,20,01,137_4477168521848604,714_7810586476051201,0,0,0,0,1,43,43,32,32,511,75,2071
20240604,3,369446,5,17,SP,777_1130092367040023,777_1130092367040023,31,36,31,503,67,1744,31,36,31,503,67,1744
20240228,15,125206,5,24,00,136_5486808540494548,672_2425567546371265,0,0,0,0,1,31,31,39,31,511,70,1904
20230823,8,599252,8,19,00,714_7810586476051201,129_1421907946579750,43,32,32,511,75,2071,0,0,0,0,1,32
20231120,0,745922,3,4,01,152_6646831170183849,115_7773407331766701,0,0,0,0,1,0,0,0,0,0,1,0
20230724,12,618237,1,19,SP,205_7764167623378289,917_9821905184464824,30,30,30,508,60,1521,27,40,27,501,67,1678
20230820,3,683125,4,0,00,144_4307213931694687,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20230818,18,362761,5,4,01,114_3837777424594815,672_2425567546371265,0,0,0,0,1,31,31,39,31,511,70,1904
20240122,12,521235,7,20,02,857_3947123346806583,101_8627335080489070,36,34,34,510,70,1875,0,0,0,0,1,34
20240128,15,163047,5,22,01,116_4335620480128242,459_9771999429864325,0,0,0,0,1,32,32,37,32,511,69,1879
20230812,3,430662,4,4,00,115_1887671601302256,459_9771999429864325,0,0,0,0,1,32,32,37,32,511,69,1879
20240421,3,454275,8,2,SP,714_7810586476051201,777_1130092367040023,43,32,32,511,75,2071,31,36,31,503,67,1744
20240130,0,945726,4,11,01,173_3716392511953422,153_8498008201820633,0,0,0,0,1,0,0,0,0,0,1,0
20240520,8,347767,4,16,00,125_6507358684113531,107_9576920293261946,0,0,0,0,1,0,0,0,0,0,1,0
20230927,6,658353,2,15,00,172_5901699878468521,857_3947123346806583,0,0,0,0,1,36,36,34,34,510,70,1875
20240409,6,857285,1,15,00,159_4648445113510740,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20231214,15,717999,7,19,SP,173_8637582615417971,672_2425567546371265,0,0,0,0,1,31,31,39,31,511,70,1904
20240212,0,165949,5,25,00,125_7146012700096340,158_5928182499756818,44,34,34,508,78,2127,0,0,0,0,1,34
20240628,18,870250,2,17,SP,169_1981144725814552,459_9771999429864325,0,0,0,0,1,32,32,37,32,511,69,1879
20231012,3,530811,6,11,01,857_3947123346806583,128_3696858952829485,36,34,34,510,70,1875,0,0,0,0,1,34
20240331,15,160911,1,11,01,700_1400086102063774,777_1130092367040023,41,31,31,510,72,1936,31,36,31,503,67,1744
20230826,15,166724,1,17,02,114_4606326636864358,144_3910058066582794,0,0,0,0,1,0,0,0,0,0,1,0
20230730,18,438686,2,15,00,135_9783399872940687,121_5098215180965115,0,0,0,0,1,0,0,0,0,0,1,0
20230722,12,40250,8,3,01,359_8748289854730524,162_7320466648297403,30,37,30,510,67,1774,0,0,0,0,1,37
20230901,6,582102,2,2,02,459_9771999429864325,102_2780438210299071,32,37,32,511,69,1879,0,0,0,0,1,37
20231010,18,578724,1,2,01,125_7146012700096340,106_7036370571038765,44,34,34,508,78,2127,0,0,0,0,1,34
20231210,12,922959,3,21,02,714_7810586476051201,162_1207489094162349,43,32,32,511,75,2071,0,0,0,0,1,32
20240420,12,945459,3,11,01,917_9821905184464824,125_7146012700096340,27,40,27,501,67,1678,44,34,34,508,78,2127
20240118,6,207707,3,11,SP,917_9821905184464824,857_3947123346806583,27,40,27,501,67,1678,36,34,34,510,70,1875
20240324,12,945510,8,4,02,672_2425567546371265,359_8748289854730524,31,39,31,511,70,1904,30,37,30,510,67,1774
20240526,21,136743,7,22,00,122_6613614110076954,137_2369392490018478,0,0,0,0,1,0,0,0,0,0,1,0
20240618,0,64231,4,0,00,672_2425567546371265,159_2246690236355228,31,39,31,511,70,1904,0,0,0,0,1,39
20230802,8,135142,5,21,SP,126_6534592072303617,205_7764167623378289,0,0,0,0,1,30,30,30,30,508,60,1521
20240504,21,140799,6,1,02,113_3467748695950228,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20231219,12,326567,5,13,00,857_3947123346806583,205_7764167623378289,36,34,34,510,70,1875,30,30,30,508,60,1521
20231016,0,142071,8,21,02,162_7108255723480751,700_1400086102063774,0,0,0,0,1,41,41,31,31,510,72,1936
20231005,8,569878,4,27,02,144_5681617827828848,185_2475928862182804,0,0,0,0,1,0,0,0,0,0,1,0
